Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for bsd-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:38:55 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(827860k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:MaxNewSize=178958336 -XX:MaxTenuringThreshold=6 -XX:NewSize=178958336 -XX:OldPLABSize=16 -XX:OldSize=357912576 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseConcMarkSweepGC -XX:+UseParNewGC 
2020-11-19T15:07:28.107-0800: 1.035: [GC (Allocation Failure) 2020-11-19T15:07:28.107-0800: 1.036: [ParNew: 139776K->7023K(157248K), 0.0107224 secs] 139776K->7023K(506816K), 0.0109514 secs] [Times: user=0.08 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:20.194-0800: 53.122: [GC (Allocation Failure) 2020-11-19T15:08:20.194-0800: 53.122: [ParNew: 140173K->329K(157248K), 0.0029125 secs] 173686K->33843K(506816K), 0.0029926 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:20.271-0800: 53.199: [GC (Allocation Failure) 2020-11-19T15:08:20.271-0800: 53.199: [ParNew: 140105K->350K(157248K), 0.0030478 secs] 173619K->33863K(506816K), 0.0031342 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:20.354-0800: 53.281: [GC (Allocation Failure) 2020-11-19T15:08:20.354-0800: 53.281: [ParNew: 140126K->404K(157248K), 0.0028717 secs] 173639K->33917K(506816K), 0.0029544 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:20.434-0800: 53.362: [GC (Allocation Failure) 2020-11-19T15:08:20.434-0800: 53.362: [ParNew: 140180K->364K(157248K), 0.0028605 secs] 173693K->33878K(506816K), 0.0029916 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:20.505-0800: 53.433: [GC (Allocation Failure) 2020-11-19T15:08:20.505-0800: 53.433: [ParNew: 140140K->403K(157248K), 0.0027710 secs] 173654K->33916K(506816K), 0.0028856 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:20.569-0800: 53.496: [GC (Allocation Failure) 2020-11-19T15:08:20.569-0800: 53.496: [ParNew: 140179K->367K(157248K), 0.0027582 secs] 173692K->33880K(506816K), 0.0028542 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:20.644-0800: 53.572: [GC (Allocation Failure) 2020-11-19T15:08:20.644-0800: 53.572: [ParNew: 140143K->318K(157248K), 0.0029959 secs] 173656K->33831K(506816K), 0.0030758 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:21.161-0800: 54.088: [GC (Allocation Failure) 2020-11-19T15:08:21.161-0800: 54.088: [ParNew: 140094K->359K(157248K), 0.0027114 secs] 173607K->33872K(506816K), 0.0027896 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:21.237-0800: 54.164: [GC (Allocation Failure) 2020-11-19T15:08:21.237-0800: 54.164: [ParNew: 140135K->418K(157248K), 0.0022555 secs] 173648K->33931K(506816K), 0.0023456 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:21.314-0800: 54.242: [GC (Allocation Failure) 2020-11-19T15:08:21.314-0800: 54.242: [ParNew: 140194K->408K(157248K), 0.0027894 secs] 173707K->33922K(506816K), 0.0028691 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:21.384-0800: 54.311: [GC (Allocation Failure) 2020-11-19T15:08:21.384-0800: 54.311: [ParNew: 140184K->362K(157248K), 0.0028188 secs] 173698K->33876K(506816K), 0.0029205 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:21.443-0800: 54.371: [GC (Allocation Failure) 2020-11-19T15:08:21.444-0800: 54.371: [ParNew: 140138K->415K(157248K), 0.0025332 secs] 173652K->33929K(506816K), 0.0026216 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:21.517-0800: 54.445: [GC (Allocation Failure) 2020-11-19T15:08:21.517-0800: 54.445: [ParNew: 140191K->319K(157248K), 0.0030673 secs] 173705K->33833K(506816K), 0.0031468 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:21.591-0800: 54.519: [GC (Allocation Failure) 2020-11-19T15:08:21.591-0800: 54.519: [ParNew: 140095K->379K(157248K), 0.0027197 secs] 173609K->33893K(506816K), 0.0028008 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:21.669-0800: 54.597: [GC (Allocation Failure) 2020-11-19T15:08:21.669-0800: 54.597: [ParNew: 140155K->375K(157248K), 0.0023433 secs] 173669K->33890K(506816K), 0.0024287 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:21.731-0800: 54.659: [GC (Allocation Failure) 2020-11-19T15:08:21.731-0800: 54.659: [ParNew: 140151K->455K(157248K), 0.0026801 secs] 173666K->33969K(506816K), 0.0027820 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:21.794-0800: 54.722: [GC (Allocation Failure) 2020-11-19T15:08:21.794-0800: 54.722: [ParNew: 140231K->462K(157248K), 0.0027336 secs] 173745K->33976K(506816K), 0.0029497 secs] [Times: user=0.02 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:21.871-0800: 54.799: [GC (Allocation Failure) 2020-11-19T15:08:21.871-0800: 54.799: [ParNew: 140238K->485K(157248K), 0.0026793 secs] 173752K->33999K(506816K), 0.0027777 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:21.934-0800: 54.862: [GC (Allocation Failure) 2020-11-19T15:08:21.934-0800: 54.862: [ParNew: 140261K->458K(157248K), 0.0028620 secs] 173775K->33972K(506816K), 0.0029448 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:22.005-0800: 54.933: [GC (Allocation Failure) 2020-11-19T15:08:22.005-0800: 54.933: [ParNew: 140234K->485K(157248K), 0.0024972 secs] 173748K->34000K(506816K), 0.0025784 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:22.556-0800: 55.484: [GC (Allocation Failure) 2020-11-19T15:08:22.557-0800: 55.484: [ParNew: 140261K->452K(157248K), 0.0029690 secs] 173776K->33967K(506816K), 0.0031608 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:22.629-0800: 55.557: [GC (Allocation Failure) 2020-11-19T15:08:22.629-0800: 55.557: [ParNew: 140228K->494K(157248K), 0.0029540 secs] 173743K->34009K(506816K), 0.0030575 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:22.697-0800: 55.625: [GC (Allocation Failure) 2020-11-19T15:08:22.698-0800: 55.625: [ParNew: 140270K->495K(157248K), 0.0025678 secs] 173785K->34010K(506816K), 0.0026546 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:22.763-0800: 55.691: [GC (Allocation Failure) 2020-11-19T15:08:22.763-0800: 55.691: [ParNew: 140271K->489K(157248K), 0.0026994 secs] 173786K->34005K(506816K), 0.0027827 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:22.839-0800: 55.767: [GC (Allocation Failure) 2020-11-19T15:08:22.839-0800: 55.767: [ParNew: 140265K->485K(157248K), 0.0027120 secs] 173781K->34000K(506816K), 0.0027938 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:22.914-0800: 55.842: [GC (Allocation Failure) 2020-11-19T15:08:22.914-0800: 55.842: [ParNew: 140261K->506K(157248K), 0.0027727 secs] 173776K->34021K(506816K), 0.0028549 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:22.987-0800: 55.914: [GC (Allocation Failure) 2020-11-19T15:08:22.987-0800: 55.914: [ParNew: 140282K->514K(157248K), 0.0024274 secs] 173797K->34029K(506816K), 0.0025075 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:23.061-0800: 55.989: [GC (Allocation Failure) 2020-11-19T15:08:23.061-0800: 55.989: [ParNew: 140290K->467K(157248K), 0.0024709 secs] 173805K->33982K(506816K), 0.0026243 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:23.129-0800: 56.057: [GC (Allocation Failure) 2020-11-19T15:08:23.129-0800: 56.057: [ParNew: 140243K->511K(157248K), 0.0029178 secs] 173758K->34027K(506816K), 0.0030013 secs] [Times: user=0.04 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:23.200-0800: 56.127: [GC (Allocation Failure) 2020-11-19T15:08:23.200-0800: 56.127: [ParNew: 140287K->504K(157248K), 0.0029509 secs] 173803K->34020K(506816K), 0.0030334 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:23.269-0800: 56.197: [GC (Allocation Failure) 2020-11-19T15:08:23.269-0800: 56.197: [ParNew: 140280K->506K(157248K), 0.0030129 secs] 173796K->34022K(506816K), 0.0031710 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:23.344-0800: 56.271: [GC (Allocation Failure) 2020-11-19T15:08:23.344-0800: 56.271: [ParNew: 140282K->462K(157248K), 0.0029620 secs] 173798K->33978K(506816K), 0.0030762 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:23.412-0800: 56.340: [GC (Allocation Failure) 2020-11-19T15:08:23.412-0800: 56.340: [ParNew: 140238K->462K(157248K), 0.0028285 secs] 173754K->33977K(506816K), 0.0029144 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:23.485-0800: 56.413: [GC (Allocation Failure) 2020-11-19T15:08:23.486-0800: 56.413: [ParNew: 140238K->588K(157248K), 0.0025927 secs] 173753K->34104K(506816K), 0.0026818 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:23.555-0800: 56.483: [GC (Allocation Failure) 2020-11-19T15:08:23.555-0800: 56.483: [ParNew: 140364K->451K(157248K), 0.0029927 secs] 173880K->33967K(506816K), 0.0030720 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:24.181-0800: 57.109: [GC (Allocation Failure) 2020-11-19T15:08:24.181-0800: 57.109: [ParNew: 140227K->510K(157248K), 0.0027496 secs] 173743K->34026K(506816K), 0.0028418 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:24.252-0800: 57.179: [GC (Allocation Failure) 2020-11-19T15:08:24.252-0800: 57.179: [ParNew: 140286K->518K(157248K), 0.0027919 secs] 173802K->34034K(506816K), 0.0028820 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:24.320-0800: 57.248: [GC (Allocation Failure) 2020-11-19T15:08:24.320-0800: 57.248: [ParNew: 140294K->444K(157248K), 0.0029793 secs] 173810K->33960K(506816K), 0.0031490 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:24.389-0800: 57.317: [GC (Allocation Failure) 2020-11-19T15:08:24.389-0800: 57.317: [ParNew: 140220K->490K(157248K), 0.0025747 secs] 173736K->34006K(506816K), 0.0027193 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:24.453-0800: 57.380: [GC (Allocation Failure) 2020-11-19T15:08:24.453-0800: 57.380: [ParNew: 140266K->489K(157248K), 0.0028777 secs] 173782K->34005K(506816K), 0.0029828 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:24.526-0800: 57.454: [GC (Allocation Failure) 2020-11-19T15:08:24.526-0800: 57.454: [ParNew: 140265K->479K(157248K), 0.0027766 secs] 173781K->33996K(506816K), 0.0028631 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:24.593-0800: 57.520: [GC (Allocation Failure) 2020-11-19T15:08:24.593-0800: 57.520: [ParNew: 140255K->485K(157248K), 0.0026416 secs] 173772K->34002K(506816K), 0.0027329 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:24.667-0800: 57.595: [GC (Allocation Failure) 2020-11-19T15:08:24.667-0800: 57.595: [ParNew: 140261K->512K(157248K), 0.0025852 secs] 173778K->34030K(506816K), 0.0026680 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:24.740-0800: 57.668: [GC (Allocation Failure) 2020-11-19T15:08:24.740-0800: 57.668: [ParNew: 140288K->504K(157248K), 0.0028371 secs] 173806K->34022K(506816K), 0.0029601 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:24.817-0800: 57.744: [GC (Allocation Failure) 2020-11-19T15:08:24.817-0800: 57.744: [ParNew: 140280K->539K(157248K), 0.0028864 secs] 173798K->34056K(506816K), 0.0037330 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:24.893-0800: 57.821: [GC (Allocation Failure) 2020-11-19T15:08:24.893-0800: 57.821: [ParNew: 140315K->514K(157248K), 0.0028108 secs] 173832K->34031K(506816K), 0.0029002 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:24.970-0800: 57.898: [GC (Allocation Failure) 2020-11-19T15:08:24.970-0800: 57.898: [ParNew: 140290K->577K(157248K), 0.0025280 secs] 173807K->34094K(506816K), 0.0026211 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:25.043-0800: 57.970: [GC (Allocation Failure) 2020-11-19T15:08:25.043-0800: 57.970: [ParNew: 140353K->520K(157248K), 0.0029934 secs] 173870K->34037K(506816K), 0.0030904 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:25.113-0800: 58.041: [GC (Allocation Failure) 2020-11-19T15:08:25.113-0800: 58.041: [ParNew: 140296K->526K(157248K), 0.0029327 secs] 173813K->34044K(506816K), 0.0030441 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:25.659-0800: 58.587: [GC (Allocation Failure) 2020-11-19T15:08:25.659-0800: 58.587: [ParNew: 140302K->491K(157248K), 0.0026961 secs] 173820K->34009K(506816K), 0.0027823 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:25.730-0800: 58.657: [GC (Allocation Failure) 2020-11-19T15:08:25.730-0800: 58.657: [ParNew: 140267K->512K(157248K), 0.0030559 secs] 173785K->34030K(506816K), 0.0031478 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:25.804-0800: 58.731: [GC (Allocation Failure) 2020-11-19T15:08:25.804-0800: 58.731: [ParNew: 140288K->486K(157248K), 0.0027795 secs] 173806K->34004K(506816K), 0.0028683 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:25.871-0800: 58.799: [GC (Allocation Failure) 2020-11-19T15:08:25.871-0800: 58.799: [ParNew: 140262K->509K(157248K), 0.0028824 secs] 173780K->34027K(506816K), 0.0029877 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:25.946-0800: 58.874: [GC (Allocation Failure) 2020-11-19T15:08:25.947-0800: 58.874: [ParNew: 140285K->515K(157248K), 0.0028104 secs] 173803K->34034K(506816K), 0.0029722 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:26.014-0800: 58.941: [GC (Allocation Failure) 2020-11-19T15:08:26.014-0800: 58.941: [ParNew: 140291K->525K(157248K), 0.0034255 secs] 173810K->34043K(506816K), 0.0035608 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:26.091-0800: 59.019: [GC (Allocation Failure) 2020-11-19T15:08:26.091-0800: 59.019: [ParNew: 140301K->483K(157248K), 0.0028590 secs] 173819K->34002K(506816K), 0.0029514 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:26.165-0800: 59.092: [GC (Allocation Failure) 2020-11-19T15:08:26.165-0800: 59.092: [ParNew: 140259K->458K(157248K), 0.0031325 secs] 173778K->33977K(506816K), 0.0032470 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:26.234-0800: 59.161: [GC (Allocation Failure) 2020-11-19T15:08:26.234-0800: 59.161: [ParNew: 140234K->538K(157248K), 0.0027778 secs] 173753K->34057K(506816K), 0.0029599 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:26.301-0800: 59.229: [GC (Allocation Failure) 2020-11-19T15:08:26.301-0800: 59.229: [ParNew: 140314K->509K(157248K), 0.0028039 secs] 173833K->34028K(506816K), 0.0029225 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:26.371-0800: 59.299: [GC (Allocation Failure) 2020-11-19T15:08:26.371-0800: 59.299: [ParNew: 140285K->462K(157248K), 0.0030261 secs] 173804K->33981K(506816K), 0.0031128 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:26.439-0800: 59.366: [GC (Allocation Failure) 2020-11-19T15:08:26.439-0800: 59.366: [ParNew: 140238K->495K(157248K), 0.0028699 secs] 173757K->34014K(506816K), 0.0029738 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:26.508-0800: 59.435: [GC (Allocation Failure) 2020-11-19T15:08:26.508-0800: 59.435: [ParNew: 140271K->516K(157248K), 0.0029029 secs] 173790K->34036K(506816K), 0.0029892 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:26.583-0800: 59.510: [GC (Allocation Failure) 2020-11-19T15:08:26.583-0800: 59.511: [ParNew: 140292K->516K(157248K), 0.0030445 secs] 173812K->34036K(506816K), 0.0031566 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:27.127-0800: 60.055: [GC (Allocation Failure) 2020-11-19T15:08:27.127-0800: 60.055: [ParNew: 140292K->522K(157248K), 0.0027414 secs] 173812K->34042K(506816K), 0.0028357 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:27.194-0800: 60.121: [GC (Allocation Failure) 2020-11-19T15:08:27.194-0800: 60.122: [ParNew: 140298K->547K(157248K), 0.0029079 secs] 173818K->34067K(506816K), 0.0030201 secs] [Times: user=0.04 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:27.260-0800: 60.188: [GC (Allocation Failure) 2020-11-19T15:08:27.260-0800: 60.188: [ParNew: 140323K->449K(157248K), 0.0026333 secs] 173843K->33969K(506816K), 0.0027238 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:27.335-0800: 60.262: [GC (Allocation Failure) 2020-11-19T15:08:27.335-0800: 60.262: [ParNew: 140225K->466K(157248K), 0.0024979 secs] 173745K->33986K(506816K), 0.0026353 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:27.405-0800: 60.333: [GC (Allocation Failure) 2020-11-19T15:08:27.405-0800: 60.333: [ParNew: 140242K->494K(157248K), 0.0029330 secs] 173762K->34014K(506816K), 0.0030239 secs] [Times: user=0.04 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:27.479-0800: 60.407: [GC (Allocation Failure) 2020-11-19T15:08:27.479-0800: 60.407: [ParNew: 140270K->495K(157248K), 0.0026805 secs] 173790K->34015K(506816K), 0.0028168 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:27.550-0800: 60.477: [GC (Allocation Failure) 2020-11-19T15:08:27.550-0800: 60.477: [ParNew: 140271K->493K(157248K), 0.0027842 secs] 173791K->34014K(506816K), 0.0028992 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:27.621-0800: 60.548: [GC (Allocation Failure) 2020-11-19T15:08:27.621-0800: 60.548: [ParNew: 140269K->512K(157248K), 0.0027973 secs] 173790K->34033K(506816K), 0.0028863 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:27.693-0800: 60.621: [GC (Allocation Failure) 2020-11-19T15:08:27.693-0800: 60.621: [ParNew: 140288K->489K(157248K), 0.0024055 secs] 173809K->34010K(506816K), 0.0024944 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:27.767-0800: 60.694: [GC (Allocation Failure) 2020-11-19T15:08:27.767-0800: 60.694: [ParNew: 140265K->515K(157248K), 0.0026691 secs] 173786K->34035K(506816K), 0.0027668 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:27.834-0800: 60.761: [GC (Allocation Failure) 2020-11-19T15:08:27.834-0800: 60.761: [ParNew: 140291K->482K(157248K), 0.0029857 secs] 173811K->34002K(506816K), 0.0031047 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:27.911-0800: 60.838: [GC (Allocation Failure) 2020-11-19T15:08:27.911-0800: 60.839: [ParNew: 140258K->488K(157248K), 0.0027949 secs] 173778K->34009K(506816K), 0.0028824 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:27.984-0800: 60.912: [GC (Allocation Failure) 2020-11-19T15:08:27.984-0800: 60.912: [ParNew: 140264K->517K(157248K), 0.0034078 secs] 173785K->34038K(506816K), 0.0035072 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:28.053-0800: 60.980: [GC (Allocation Failure) 2020-11-19T15:08:28.053-0800: 60.980: [ParNew: 140293K->495K(157248K), 0.0026332 secs] 173814K->34016K(506816K), 0.0027450 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:28.611-0800: 61.538: [GC (Allocation Failure) 2020-11-19T15:08:28.611-0800: 61.539: [ParNew: 140271K->422K(157248K), 0.0031711 secs] 173792K->33943K(506816K), 0.0033567 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:28.681-0800: 61.609: [GC (Allocation Failure) 2020-11-19T15:08:28.681-0800: 61.609: [ParNew: 140198K->466K(157248K), 0.0028573 secs] 173719K->33989K(506816K), 0.0030149 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:28.750-0800: 61.677: [GC (Allocation Failure) 2020-11-19T15:08:28.750-0800: 61.677: [ParNew: 140242K->483K(157248K), 0.0025157 secs] 173765K->34005K(506816K), 0.0027344 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:28.815-0800: 61.742: [GC (Allocation Failure) 2020-11-19T15:08:28.815-0800: 61.742: [ParNew: 140259K->465K(157248K), 0.0025152 secs] 173781K->33987K(506816K), 0.0026108 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:28.884-0800: 61.811: [GC (Allocation Failure) 2020-11-19T15:08:28.884-0800: 61.811: [ParNew: 140241K->456K(157248K), 0.0026601 secs] 173763K->33978K(506816K), 0.0027575 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:28.952-0800: 61.880: [GC (Allocation Failure) 2020-11-19T15:08:28.952-0800: 61.880: [ParNew: 140232K->483K(157248K), 0.0028922 secs] 173754K->34006K(506816K), 0.0030219 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:29.026-0800: 61.954: [GC (Allocation Failure) 2020-11-19T15:08:29.026-0800: 61.954: [ParNew: 140259K->503K(157248K), 0.0026224 secs] 173782K->34027K(506816K), 0.0027201 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:29.100-0800: 62.028: [GC (Allocation Failure) 2020-11-19T15:08:29.100-0800: 62.028: [ParNew: 140279K->489K(157248K), 0.0024239 secs] 173803K->34013K(506816K), 0.0025160 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:29.167-0800: 62.095: [GC (Allocation Failure) 2020-11-19T15:08:29.167-0800: 62.095: [ParNew: 140265K->472K(157248K), 0.0030453 secs] 173789K->33996K(506816K), 0.0032535 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:29.242-0800: 62.169: [GC (Allocation Failure) 2020-11-19T15:08:29.242-0800: 62.170: [ParNew: 140248K->502K(157248K), 0.0026219 secs] 173772K->34025K(506816K), 0.0027173 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:29.310-0800: 62.237: [GC (Allocation Failure) 2020-11-19T15:08:29.310-0800: 62.237: [ParNew: 140278K->530K(157248K), 0.0029847 secs] 173801K->34053K(506816K), 0.0031541 secs] [Times: user=0.03 sys=0.01, real=0.00 secs] 
2020-11-19T15:08:29.378-0800: 62.305: [GC (Allocation Failure) 2020-11-19T15:08:29.378-0800: 62.305: [ParNew: 140306K->550K(157248K), 0.0029054 secs] 173829K->34074K(506816K), 0.0029963 secs] [Times: user=0.03 sys=0.01, real=0.01 secs] 
2020-11-19T15:08:29.461-0800: 62.389: [GC (Allocation Failure) 2020-11-19T15:08:29.461-0800: 62.389: [ParNew: 140326K->514K(157248K), 0.0028813 secs] 173850K->34038K(506816K), 0.0029722 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:29.529-0800: 62.457: [GC (Allocation Failure) 2020-11-19T15:08:29.529-0800: 62.457: [ParNew: 140290K->510K(157248K), 0.0027851 secs] 173814K->34034K(506816K), 0.0028971 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:29.602-0800: 62.530: [GC (Allocation Failure) 2020-11-19T15:08:29.602-0800: 62.530: [ParNew: 140286K->511K(157248K), 0.0024439 secs] 173810K->34036K(506816K), 0.0025412 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:29.676-0800: 62.604: [GC (Allocation Failure) 2020-11-19T15:08:29.676-0800: 62.604: [ParNew: 140287K->527K(157248K), 0.0028027 secs] 173812K->34051K(506816K), 0.0028945 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:29.749-0800: 62.676: [GC (Allocation Failure) 2020-11-19T15:08:29.749-0800: 62.676: [ParNew: 140303K->485K(157248K), 0.0027759 secs] 173827K->34010K(506816K), 0.0028689 secs] [Times: user=0.03 sys=0.00, real=0.01 secs] 
2020-11-19T15:08:29.816-0800: 62.744: [GC (Allocation Failure) 2020-11-19T15:08:29.816-0800: 62.744: [ParNew: 140261K->480K(157248K), 0.0028094 secs] 173786K->34004K(506816K), 0.0029054 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:29.882-0800: 62.809: [GC (Allocation Failure) 2020-11-19T15:08:29.882-0800: 62.810: [ParNew: 140256K->521K(157248K), 0.0030457 secs] 173780K->34045K(506816K), 0.0032168 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
2020-11-19T15:08:29.950-0800: 62.878: [GC (Allocation Failure) 2020-11-19T15:08:29.950-0800: 62.878: [ParNew: 140297K->509K(157248K), 0.0028029 secs] 173821K->34033K(506816K), 0.0029243 secs] [Times: user=0.03 sys=0.00, real=0.00 secs] 
