Java HotSpot(TM) 64-Bit Server VM (25.261-b12) for bsd-amd64 JRE (1.8.0_261-b12), built on Jun 18 2020 06:38:55 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(68236k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=536870912 -XX:MaxHeapSize=536870912 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseSerialGC 
2020-11-19T14:55:47.033-0800: 1.192: [GC (Allocation Failure) 2020-11-19T14:55:47.034-0800: 1.192: [DefNew: 139776K->6963K(157248K), 0.0182587 secs] 139776K->6963K(506816K), 0.0183598 secs] [Times: user=0.05 sys=0.01, real=0.02 secs] 
2020-11-19T14:57:21.989-0800: 96.145: [GC (Allocation Failure) 2020-11-19T14:57:21.989-0800: 96.146: [DefNew: 140085K->304K(157248K), 0.0026467 secs] 178139K->38358K(506816K), 0.0027514 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:22.084-0800: 96.241: [GC (Allocation Failure) 2020-11-19T14:57:22.084-0800: 96.241: [DefNew: 140080K->325K(157248K), 0.0036766 secs] 178134K->38380K(506816K), 0.0038622 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:22.141-0800: 96.298: [GC (Allocation Failure) 2020-11-19T14:57:22.141-0800: 96.298: [DefNew: 140101K->338K(157248K), 0.0024887 secs] 178156K->38393K(506816K), 0.0025740 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:22.187-0800: 96.344: [GC (Allocation Failure) 2020-11-19T14:57:22.187-0800: 96.344: [DefNew: 140114K->338K(157248K), 0.0026959 secs] 178169K->38393K(506816K), 0.0028444 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:22.266-0800: 96.422: [GC (Allocation Failure) 2020-11-19T14:57:22.266-0800: 96.423: [DefNew: 140114K->322K(157248K), 0.0026527 secs] 178169K->38378K(506816K), 0.0027349 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:22.340-0800: 96.497: [GC (Allocation Failure) 2020-11-19T14:57:22.341-0800: 96.497: [DefNew: 140098K->351K(157248K), 0.0025731 secs] 178154K->38407K(506816K), 0.0026988 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:22.411-0800: 96.568: [GC (Allocation Failure) 2020-11-19T14:57:22.411-0800: 96.568: [DefNew: 140127K->332K(157248K), 0.0026454 secs] 178183K->38388K(506816K), 0.0027261 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:22.471-0800: 96.628: [GC (Allocation Failure) 2020-11-19T14:57:22.471-0800: 96.628: [DefNew: 140108K->331K(157248K), 0.0026916 secs] 178164K->38387K(506816K), 0.0027747 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:22.553-0800: 96.709: [GC (Allocation Failure) 2020-11-19T14:57:22.553-0800: 96.710: [DefNew: 140107K->327K(157248K), 0.0025570 secs] 178163K->38382K(506816K), 0.0026310 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:22.628-0800: 96.784: [GC (Allocation Failure) 2020-11-19T14:57:22.628-0800: 96.785: [DefNew: 140103K->318K(157248K), 0.0025604 secs] 178158K->38375K(506816K), 0.0026395 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:22.702-0800: 96.859: [GC (Allocation Failure) 2020-11-19T14:57:22.702-0800: 96.859: [DefNew: 140094K->278K(157248K), 0.0024809 secs] 178151K->38334K(506816K), 0.0026101 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:22.781-0800: 96.937: [GC (Allocation Failure) 2020-11-19T14:57:22.781-0800: 96.937: [DefNew: 140054K->307K(157248K), 0.0026746 secs] 178110K->38364K(506816K), 0.0027566 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:22.860-0800: 97.017: [GC (Allocation Failure) 2020-11-19T14:57:22.860-0800: 97.017: [DefNew: 140083K->282K(157248K), 0.0025713 secs] 178140K->38339K(506816K), 0.0026432 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:23.477-0800: 97.634: [GC (Allocation Failure) 2020-11-19T14:57:23.477-0800: 97.634: [DefNew: 140058K->331K(157248K), 0.0024908 secs] 178115K->38388K(506816K), 0.0025718 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:23.532-0800: 97.689: [GC (Allocation Failure) 2020-11-19T14:57:23.532-0800: 97.689: [DefNew: 140107K->327K(157248K), 0.0026352 secs] 178164K->38384K(506816K), 0.0027211 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:23.578-0800: 97.735: [GC (Allocation Failure) 2020-11-19T14:57:23.578-0800: 97.735: [DefNew: 140103K->324K(157248K), 0.0024606 secs] 178160K->38381K(506816K), 0.0025443 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:23.656-0800: 97.813: [GC (Allocation Failure) 2020-11-19T14:57:23.656-0800: 97.813: [DefNew: 140100K->328K(157248K), 0.0026025 secs] 178157K->38385K(506816K), 0.0027047 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:23.732-0800: 97.889: [GC (Allocation Failure) 2020-11-19T14:57:23.732-0800: 97.889: [DefNew: 140104K->325K(157248K), 0.0025888 secs] 178161K->38382K(506816K), 0.0026747 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:23.796-0800: 97.953: [GC (Allocation Failure) 2020-11-19T14:57:23.796-0800: 97.953: [DefNew: 140101K->338K(157248K), 0.0026127 secs] 178158K->38395K(506816K), 0.0027007 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:23.856-0800: 98.013: [GC (Allocation Failure) 2020-11-19T14:57:23.856-0800: 98.013: [DefNew: 140114K->324K(157248K), 0.0026670 secs] 178171K->38381K(506816K), 0.0027495 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:23.931-0800: 98.088: [GC (Allocation Failure) 2020-11-19T14:57:23.931-0800: 98.088: [DefNew: 140100K->325K(157248K), 0.0026600 secs] 178157K->38382K(506816K), 0.0027500 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:23.981-0800: 98.138: [GC (Allocation Failure) 2020-11-19T14:57:23.981-0800: 98.138: [DefNew: 140101K->332K(157248K), 0.0026977 secs] 178158K->38389K(506816K), 0.0027998 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:24.030-0800: 98.187: [GC (Allocation Failure) 2020-11-19T14:57:24.030-0800: 98.187: [DefNew: 140108K->336K(157248K), 0.0035340 secs] 178165K->38394K(506816K), 0.0037032 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:24.110-0800: 98.267: [GC (Allocation Failure) 2020-11-19T14:57:24.110-0800: 98.267: [DefNew: 140112K->328K(157248K), 0.0029652 secs] 178170K->38385K(506816K), 0.0031059 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:24.186-0800: 98.343: [GC (Allocation Failure) 2020-11-19T14:57:24.186-0800: 98.343: [DefNew: 140104K->328K(157248K), 0.0024981 secs] 178161K->38385K(506816K), 0.0025725 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:24.262-0800: 98.419: [GC (Allocation Failure) 2020-11-19T14:57:24.262-0800: 98.419: [DefNew: 140104K->302K(157248K), 0.0025449 secs] 178161K->38360K(506816K), 0.0026236 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:24.333-0800: 98.490: [GC (Allocation Failure) 2020-11-19T14:57:24.333-0800: 98.490: [DefNew: 140078K->300K(157248K), 0.0024826 secs] 178136K->38358K(506816K), 0.0025644 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:24.836-0800: 98.992: [GC (Allocation Failure) 2020-11-19T14:57:24.836-0800: 98.993: [DefNew: 140076K->298K(157248K), 0.0026210 secs] 178134K->38356K(506816K), 0.0027905 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:24.891-0800: 99.048: [GC (Allocation Failure) 2020-11-19T14:57:24.891-0800: 99.048: [DefNew: 140074K->331K(157248K), 0.0028264 secs] 178132K->38389K(506816K), 0.0029167 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:24.947-0800: 99.104: [GC (Allocation Failure) 2020-11-19T14:57:24.947-0800: 99.104: [DefNew: 140107K->332K(157248K), 0.0025797 secs] 178165K->38390K(506816K), 0.0026773 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:25.021-0800: 99.178: [GC (Allocation Failure) 2020-11-19T14:57:25.021-0800: 99.178: [DefNew: 140108K->318K(157248K), 0.0029791 secs] 178166K->38376K(506816K), 0.0031519 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:25.077-0800: 99.234: [GC (Allocation Failure) 2020-11-19T14:57:25.078-0800: 99.234: [DefNew: 140094K->316K(157248K), 0.0024732 secs] 178152K->38374K(506816K), 0.0025668 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:25.127-0800: 99.284: [GC (Allocation Failure) 2020-11-19T14:57:25.127-0800: 99.284: [DefNew: 140092K->342K(157248K), 0.0025129 secs] 178150K->38400K(506816K), 0.0026112 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:25.194-0800: 99.351: [GC (Allocation Failure) 2020-11-19T14:57:25.195-0800: 99.351: [DefNew: 140118K->348K(157248K), 0.0026783 secs] 178176K->38406K(506816K), 0.0027910 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:25.279-0800: 99.435: [GC (Allocation Failure) 2020-11-19T14:57:25.279-0800: 99.435: [DefNew: 140124K->339K(157248K), 0.0028935 secs] 178182K->38397K(506816K), 0.0029902 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:25.333-0800: 99.490: [GC (Allocation Failure) 2020-11-19T14:57:25.334-0800: 99.490: [DefNew: 140115K->323K(157248K), 0.0025256 secs] 178173K->38381K(506816K), 0.0026148 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:25.390-0800: 99.547: [GC (Allocation Failure) 2020-11-19T14:57:25.390-0800: 99.547: [DefNew: 140099K->335K(157248K), 0.0024637 secs] 178157K->38394K(506816K), 0.0025557 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:25.466-0800: 99.623: [GC (Allocation Failure) 2020-11-19T14:57:25.466-0800: 99.623: [DefNew: 140111K->321K(157248K), 0.0027251 secs] 178170K->38379K(506816K), 0.0028540 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:25.525-0800: 99.681: [GC (Allocation Failure) 2020-11-19T14:57:25.525-0800: 99.681: [DefNew: 140097K->306K(157248K), 0.0023675 secs] 178155K->38364K(506816K), 0.0024614 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:25.596-0800: 99.753: [GC (Allocation Failure) 2020-11-19T14:57:25.596-0800: 99.753: [DefNew: 140082K->344K(157248K), 0.0025734 secs] 178140K->38402K(506816K), 0.0026644 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:25.670-0800: 99.827: [GC (Allocation Failure) 2020-11-19T14:57:25.670-0800: 99.827: [DefNew: 140120K->347K(157248K), 0.0026050 secs] 178178K->38405K(506816K), 0.0026890 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:25.751-0800: 99.908: [GC (Allocation Failure) 2020-11-19T14:57:25.751-0800: 99.908: [DefNew: 140123K->335K(157248K), 0.0026535 secs] 178181K->38394K(506816K), 0.0027578 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:26.323-0800: 100.480: [GC (Allocation Failure) 2020-11-19T14:57:26.323-0800: 100.480: [DefNew: 140111K->327K(157248K), 0.0029500 secs] 178170K->38386K(506816K), 0.0031234 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:26.389-0800: 100.546: [GC (Allocation Failure) 2020-11-19T14:57:26.389-0800: 100.546: [DefNew: 140103K->327K(157248K), 0.0025303 secs] 178162K->38385K(506816K), 0.0026984 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:26.469-0800: 100.626: [GC (Allocation Failure) 2020-11-19T14:57:26.469-0800: 100.626: [DefNew: 140103K->330K(157248K), 0.0027022 secs] 178161K->38388K(506816K), 0.0028165 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:26.521-0800: 100.678: [GC (Allocation Failure) 2020-11-19T14:57:26.521-0800: 100.678: [DefNew: 140106K->325K(157248K), 0.0026158 secs] 178164K->38384K(506816K), 0.0027144 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:26.588-0800: 100.745: [GC (Allocation Failure) 2020-11-19T14:57:26.589-0800: 100.745: [DefNew: 140101K->324K(157248K), 0.0026588 secs] 178160K->38383K(506816K), 0.0028176 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:26.664-0800: 100.821: [GC (Allocation Failure) 2020-11-19T14:57:26.664-0800: 100.821: [DefNew: 140100K->333K(157248K), 0.0027685 secs] 178159K->38392K(506816K), 0.0028606 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:26.739-0800: 100.896: [GC (Allocation Failure) 2020-11-19T14:57:26.739-0800: 100.896: [DefNew: 140109K->374K(157248K), 0.0025335 secs] 178168K->38432K(506816K), 0.0026219 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:26.817-0800: 100.974: [GC (Allocation Failure) 2020-11-19T14:57:26.817-0800: 100.974: [DefNew: 140150K->345K(157248K), 0.0027992 secs] 178208K->38404K(506816K), 0.0029063 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:26.885-0800: 101.042: [GC (Allocation Failure) 2020-11-19T14:57:26.886-0800: 101.042: [DefNew: 140121K->320K(157248K), 0.0024189 secs] 178180K->38378K(506816K), 0.0025920 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:26.967-0800: 101.123: [GC (Allocation Failure) 2020-11-19T14:57:26.967-0800: 101.123: [DefNew: 140096K->334K(157248K), 0.0025764 secs] 178154K->38392K(506816K), 0.0026687 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:27.022-0800: 101.178: [GC (Allocation Failure) 2020-11-19T14:57:27.022-0800: 101.179: [DefNew: 140110K->322K(157248K), 0.0025253 secs] 178168K->38381K(506816K), 0.0026919 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:27.092-0800: 101.249: [GC (Allocation Failure) 2020-11-19T14:57:27.092-0800: 101.249: [DefNew: 140098K->333K(157248K), 0.0026192 secs] 178157K->38392K(506816K), 0.0027267 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:27.167-0800: 101.324: [GC (Allocation Failure) 2020-11-19T14:57:27.167-0800: 101.324: [DefNew: 140109K->349K(157248K), 0.0025925 secs] 178168K->38407K(506816K), 0.0026854 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:27.248-0800: 101.405: [GC (Allocation Failure) 2020-11-19T14:57:27.248-0800: 101.405: [DefNew: 140125K->337K(157248K), 0.0025689 secs] 178183K->38396K(506816K), 0.0026585 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:27.796-0800: 101.953: [GC (Allocation Failure) 2020-11-19T14:57:27.796-0800: 101.953: [DefNew: 140113K->312K(157248K), 0.0029679 secs] 178172K->38372K(506816K), 0.0030819 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:27.861-0800: 102.018: [GC (Allocation Failure) 2020-11-19T14:57:27.861-0800: 102.018: [DefNew: 140088K->350K(157248K), 0.0026441 secs] 178148K->38409K(506816K), 0.0027540 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:27.938-0800: 102.094: [GC (Allocation Failure) 2020-11-19T14:57:27.938-0800: 102.094: [DefNew: 140126K->326K(157248K), 0.0025403 secs] 178185K->38386K(506816K), 0.0026350 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:27.995-0800: 102.151: [GC (Allocation Failure) 2020-11-19T14:57:27.995-0800: 102.151: [DefNew: 140102K->319K(157248K), 0.0024693 secs] 178162K->38380K(506816K), 0.0025627 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:28.067-0800: 102.224: [GC (Allocation Failure) 2020-11-19T14:57:28.067-0800: 102.224: [DefNew: 140095K->327K(157248K), 0.0025083 secs] 178156K->38387K(506816K), 0.0026074 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:28.140-0800: 102.297: [GC (Allocation Failure) 2020-11-19T14:57:28.140-0800: 102.297: [DefNew: 140103K->328K(157248K), 0.0029946 secs] 178163K->38388K(506816K), 0.0031507 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:28.204-0800: 102.361: [GC (Allocation Failure) 2020-11-19T14:57:28.204-0800: 102.361: [DefNew: 140104K->326K(157248K), 0.0025417 secs] 178164K->38386K(506816K), 0.0026368 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:28.264-0800: 102.421: [GC (Allocation Failure) 2020-11-19T14:57:28.264-0800: 102.421: [DefNew: 140102K->324K(157248K), 0.0028258 secs] 178162K->38384K(506816K), 0.0029882 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:28.339-0800: 102.495: [GC (Allocation Failure) 2020-11-19T14:57:28.339-0800: 102.495: [DefNew: 140100K->337K(157248K), 0.0025419 secs] 178160K->38397K(506816K), 0.0026262 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:28.415-0800: 102.572: [GC (Allocation Failure) 2020-11-19T14:57:28.415-0800: 102.572: [DefNew: 140113K->316K(157248K), 0.0027132 secs] 178173K->38377K(506816K), 0.0028059 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:28.469-0800: 102.626: [GC (Allocation Failure) 2020-11-19T14:57:28.469-0800: 102.626: [DefNew: 140092K->296K(157248K), 0.0024602 secs] 178153K->38357K(506816K), 0.0025726 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:28.536-0800: 102.692: [GC (Allocation Failure) 2020-11-19T14:57:28.536-0800: 102.693: [DefNew: 140072K->351K(157248K), 0.0026038 secs] 178133K->38411K(506816K), 0.0027818 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:28.611-0800: 102.768: [GC (Allocation Failure) 2020-11-19T14:57:28.611-0800: 102.768: [DefNew: 140127K->317K(157248K), 0.0031360 secs] 178187K->38377K(506816K), 0.0033251 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:28.688-0800: 102.845: [GC (Allocation Failure) 2020-11-19T14:57:28.688-0800: 102.845: [DefNew: 140093K->335K(157248K), 0.0025572 secs] 178153K->38395K(506816K), 0.0026415 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:28.758-0800: 102.915: [GC (Allocation Failure) 2020-11-19T14:57:28.758-0800: 102.915: [DefNew: 140111K->336K(157248K), 0.0027300 secs] 178171K->38396K(506816K), 0.0028270 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:29.317-0800: 103.474: [GC (Allocation Failure) 2020-11-19T14:57:29.317-0800: 103.474: [DefNew: 140112K->336K(157248K), 0.0027782 secs] 178172K->38396K(506816K), 0.0029234 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:29.392-0800: 103.548: [GC (Allocation Failure) 2020-11-19T14:57:29.392-0800: 103.548: [DefNew: 140112K->337K(157248K), 0.0025586 secs] 178172K->38397K(506816K), 0.0026886 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:29.461-0800: 103.618: [GC (Allocation Failure) 2020-11-19T14:57:29.461-0800: 103.618: [DefNew: 140113K->359K(157248K), 0.0026699 secs] 178173K->38420K(506816K), 0.0027600 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:29.533-0800: 103.690: [GC (Allocation Failure) 2020-11-19T14:57:29.533-0800: 103.690: [DefNew: 140135K->339K(157248K), 0.0028207 secs] 178196K->38400K(506816K), 0.0029320 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:29.614-0800: 103.771: [GC (Allocation Failure) 2020-11-19T14:57:29.615-0800: 103.771: [DefNew: 140115K->337K(157248K), 0.0026011 secs] 178176K->38398K(506816K), 0.0026873 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:29.689-0800: 103.846: [GC (Allocation Failure) 2020-11-19T14:57:29.689-0800: 103.846: [DefNew: 140113K->346K(157248K), 0.0026291 secs] 178174K->38407K(506816K), 0.0027725 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:29.752-0800: 103.909: [GC (Allocation Failure) 2020-11-19T14:57:29.752-0800: 103.909: [DefNew: 140122K->329K(157248K), 0.0024597 secs] 178183K->38390K(506816K), 0.0025756 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:29.818-0800: 103.975: [GC (Allocation Failure) 2020-11-19T14:57:29.818-0800: 103.975: [DefNew: 140105K->335K(157248K), 0.0023811 secs] 178166K->38395K(506816K), 0.0024880 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:29.889-0800: 104.046: [GC (Allocation Failure) 2020-11-19T14:57:29.889-0800: 104.046: [DefNew: 140111K->322K(157248K), 0.0023677 secs] 178171K->38382K(506816K), 0.0024467 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:29.958-0800: 104.115: [GC (Allocation Failure) 2020-11-19T14:57:29.959-0800: 104.115: [DefNew: 140098K->333K(157248K), 0.0027005 secs] 178158K->38393K(506816K), 0.0028349 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:30.035-0800: 104.192: [GC (Allocation Failure) 2020-11-19T14:57:30.035-0800: 104.192: [DefNew: 140109K->346K(157248K), 0.0024284 secs] 178169K->38406K(506816K), 0.0025282 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:30.100-0800: 104.256: [GC (Allocation Failure) 2020-11-19T14:57:30.100-0800: 104.256: [DefNew: 140122K->308K(157248K), 0.0027774 secs] 178182K->38368K(506816K), 0.0029465 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:30.174-0800: 104.331: [GC (Allocation Failure) 2020-11-19T14:57:30.174-0800: 104.331: [DefNew: 140084K->333K(157248K), 0.0024912 secs] 178144K->38393K(506816K), 0.0025722 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:30.247-0800: 104.404: [GC (Allocation Failure) 2020-11-19T14:57:30.247-0800: 104.404: [DefNew: 140109K->426K(157248K), 0.0028273 secs] 178169K->38487K(506816K), 0.0029514 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:30.838-0800: 104.995: [GC (Allocation Failure) 2020-11-19T14:57:30.838-0800: 104.995: [DefNew: 140202K->324K(157248K), 0.0025977 secs] 178263K->38385K(506816K), 0.0026943 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:30.906-0800: 105.062: [GC (Allocation Failure) 2020-11-19T14:57:30.906-0800: 105.063: [DefNew: 140100K->315K(157248K), 0.0025264 secs] 178161K->38376K(506816K), 0.0026148 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:30.977-0800: 105.134: [GC (Allocation Failure) 2020-11-19T14:57:30.977-0800: 105.134: [DefNew: 140091K->304K(157248K), 0.0025998 secs] 178152K->38364K(506816K), 0.0026869 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:31.046-0800: 105.202: [GC (Allocation Failure) 2020-11-19T14:57:31.046-0800: 105.203: [DefNew: 140080K->351K(157248K), 0.0026888 secs] 178140K->38412K(506816K), 0.0027809 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:31.118-0800: 105.275: [GC (Allocation Failure) 2020-11-19T14:57:31.118-0800: 105.275: [DefNew: 140127K->321K(157248K), 0.0025430 secs] 178188K->38381K(506816K), 0.0026322 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:31.187-0800: 105.344: [GC (Allocation Failure) 2020-11-19T14:57:31.187-0800: 105.344: [DefNew: 140097K->327K(157248K), 0.0027905 secs] 178157K->38387K(506816K), 0.0028864 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:31.252-0800: 105.409: [GC (Allocation Failure) 2020-11-19T14:57:31.252-0800: 105.409: [DefNew: 140103K->330K(157248K), 0.0025345 secs] 178163K->38391K(506816K), 0.0026421 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:31.315-0800: 105.472: [GC (Allocation Failure) 2020-11-19T14:57:31.315-0800: 105.472: [DefNew: 140106K->333K(157248K), 0.0024959 secs] 178167K->38393K(506816K), 0.0026018 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:31.380-0800: 105.537: [GC (Allocation Failure) 2020-11-19T14:57:31.380-0800: 105.537: [DefNew: 140109K->331K(157248K), 0.0028097 secs] 178169K->38391K(506816K), 0.0029108 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:31.458-0800: 105.614: [GC (Allocation Failure) 2020-11-19T14:57:31.458-0800: 105.614: [DefNew: 140103K->302K(157248K), 0.0027790 secs] 178163K->38363K(506816K), 0.0028916 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:31.532-0800: 105.689: [GC (Allocation Failure) 2020-11-19T14:57:31.532-0800: 105.689: [DefNew: 140078K->363K(157248K), 0.0026422 secs] 178139K->38423K(506816K), 0.0027259 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2020-11-19T14:57:31.599-0800: 105.755: [GC (Allocation Failure) 2020-11-19T14:57:31.599-0800: 105.755: [DefNew: 140139K->298K(157248K), 0.0024903 secs] 178199K->38358K(506816K), 0.0026574 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2020-11-19T14:57:31.668-0800: 105.825: [GC (Allocation Failure) 2020-11-19T14:57:31.668-0800: 105.825: [DefNew: 140074K->324K(157248K), 0.0025829 secs] 178134K->38386K(506816K), 0.0026878 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
